"app","from","to","pre","keyword","post","phrase"
"Noom",2135,2136,"necessary to comply with applicable law or respond to valid legal process , including from","law enforcement","or other government agencies . Safety , security , and protecting rights : We will","law enforcement"
"Noom",2439,2440,"to provide our services to you , fulfill the purposes described in this policy ,","comply with","our legal obligations , resolve disputes , and enforce our agreements . Actual retention periods","comply with"
"Noom",2442,2443,"services to you , fulfill the purposes described in this policy , comply with our","legal obligations",", resolve disputes , and enforce our agreements . Actual retention periods can vary significantly","legal obligation"
"Noom",2605,2606,"legal reasons for us to keep your data , such as if we receive a","law enforcement","request asking us to preserve data . ) In some jurisdictions , these controls and","law enforcement"
"Noom",2729,2730,"legal reasons for us to keep your data , such as if we receive a","law enforcement","request asking us to preserve data . To request account deletion , please contact us","law enforcement"
"Noom",3430,3431,"legal reasons for us to keep your data , such as if we receive a","law enforcement","request asking us to preserve data . Right to Opt-Out / Right to Limit Use","law enforcement"
"Noom",3992,3993,"to provide the services you use , operate our business , meet our contractual and","legal obligations",", protect the security of our systems and our customers , or fulfill other legitimate","legal obligation"
"Noom",5135,5136,"to provide our services to you , fulfill the purposes described in this policy ,","comply with","our legal obligations , resolve disputes , and enforce our agreements . Actual retention periods","comply with"
"Noom",5138,5139,"services to you , fulfill the purposes described in this policy , comply with our","legal obligations",", resolve disputes , and enforce our agreements . Actual retention periods can vary significantly","legal obligation"
"Noom",5333,5334,"legal reasons for us to keep your data , such as if we receive a","law enforcement","request asking us to preserve data . To request account deletion , please contact us","law enforcement"
"Noom",6024,6025,"legal reasons for us to keep your data , such as if we receive a","law enforcement","request asking us to preserve data . Right to Opt-Out / Right to Limit Use","law enforcement"
"Noom",6443,6444,"to provide the services you use , operate our business , meet our contractual and","legal obligations",", protect the security of our systems and our customers , or fulfill other legitimate","legal obligation"
"Nutritionix",620,622,"Rights section of this Notice . We may disclose your Personal Data to the extent","required by law","or if we have a good-faith belief that we need to disclose it to comply","required by law"
"Nutritionix",637,638,"law or if we have a good-faith belief that we need to disclose it to","comply with","official investigations or legal proceedings ( whether initiated by governmental / law enforcement officials ,","comply with"
"Nutritionix",650,651,"it to comply with official investigations or legal proceedings ( whether initiated by governmental /","law enforcement","officials , or private parties ) . If we have to disclose your Personal Data","law enforcement"
"Nutritionix",670,671,"private parties ) . If we have to disclose your Personal Data to governmental /","law enforcement","officials , we may not be able to ensure that those officials will maintain the","law enforcement"
"Oura",944,945,"relevant third-party developer license agreements , as we become aware of those policies and agreements.To","Comply with","Legal ObligationsIn certain cases , we must process certain data when it is required by","comply with"
"Oura",946,947,"developer license agreements , as we become aware of those policies and agreements.To Comply with","Legal ObligationsIn","certain cases , we must process certain data when it is required by applicable laws","legal obligation"
"Oura",1224,1225,"interests , we carefully weigh our own interests against your right to privacy , in","compliance with","applicable law.Legal Obligation Oura must process certain information to comply with statutory obligations which may","compliance with"
"Oura",1227,1228,"carefully weigh our own interests against your right to privacy , in compliance with applicable","law.Legal Obligation","Oura must process certain information to comply with statutory obligations which may vary in each","legal obligation"
"Oura",1235,1236,"to privacy , in compliance with applicable law.Legal Obligation Oura must process certain information to","comply with","statutory obligations which may vary in each country . For example , such obligations can","comply with"
"Oura",2773,2774,"privacy policy for more information , and contact them with regard to any opt-out requests.To","Comply with","Legal ObligationsIn certain cases , we must process certain personal data when it is required","comply with"
"Oura",2775,2776,"for more information , and contact them with regard to any opt-out requests.To Comply with","Legal ObligationsIn","certain cases , we must process certain personal data when it is required by applicable","legal obligation"
"Oura",2982,2983,"interests , we carefully weigh our own interests against your right to privacy under applicable","laws.Legal Obligation","Oura must process certain information to comply with statutory obligations which may vary in each","legal obligation"
"Oura",2990,2991,"against your right to privacy under applicable laws.Legal Obligation Oura must process certain information to","comply with","statutory obligations which may vary in each country . For example , such obligations can","comply with"
"Oura",3730,3731,"your personal information , subject to certain exceptions , such as when we have a","legal obligation","to retain the data in question . After we receive and validate your request ,","legal obligation"
"Oura",3731,3732,"personal information , subject to certain exceptions , such as when we have a legal","obligation to","retain the data in question . After we receive and validate your request , we","obligation to"
"Oura",3896,3898,"if necessary to confirm your identity . This is for security purposes , and is","required by law","in some cases.Only you , or a person registered with the appropriate mechanism associated with","required by law"
"Oura",4559,4560,"is processed , we apply the same protections described in this Policy . We also","comply with","certain legal frameworks relating to the transfer of personal data , such as the frameworks","comply with"
"Oura",4714,4715,"to a third-party , the third-party’s processing of the personal data must also be in","compliance with","our Data Privacy Frameworks obligations , and we will remain liable under the Data Privacy","compliance with"
"Oura",4779,4780,"powers of the US Federal Trade Commission . In certain situations , Oura may be","required to","disclose the personal information we process under the Data Privacy Frameworks in response to lawful","required to"
"Oura",4807,4808,"in response to lawful requests by public authorities , including to meet national security or","law enforcement","requirements.Personal data disclosuresWe also reserve the right to disclose personal data under certain specific circumstances","law enforcement"
"Oura",4873,4874,", acquisition , or sale ; To protect Oura's legal rights and property ; andTo","comply with","valid legal requirements . Oura will oppose any request to provide legal authorities with access","comply with"
"Oura",5497,5498,"relevant third-party developer license agreements , as we become aware of those policies and agreements.To","Comply with","Legal ObligationsIn certain cases , we must process certain data when it is required by","comply with"
"Oura",5499,5500,"developer license agreements , as we become aware of those policies and agreements.To Comply with","Legal ObligationsIn","certain cases , we must process certain data when it is required by applicable laws","legal obligation"
"Oura",5777,5778,"interests , we carefully weigh our own interests against your right to privacy , in","compliance with","applicable law.Legal Obligation Oura must process certain information to comply with statutory obligations which may","compliance with"
"Oura",5780,5781,"carefully weigh our own interests against your right to privacy , in compliance with applicable","law.Legal Obligation","Oura must process certain information to comply with statutory obligations which may vary in each","legal obligation"
"Oura",5788,5789,"to privacy , in compliance with applicable law.Legal Obligation Oura must process certain information to","comply with","statutory obligations which may vary in each country . For example , such obligations can","comply with"
"Oura",9069,9070,"privacy policy for more information , and contact them with regard to any opt-out requests.To","Comply with","Legal ObligationsIn certain cases , we must process certain personal data when it is required","comply with"
"Oura",9071,9072,"for more information , and contact them with regard to any opt-out requests.To Comply with","Legal ObligationsIn","certain cases , we must process certain personal data when it is required by applicable","legal obligation"
"Oura",9278,9279,"interests , we carefully weigh our own interests against your right to privacy under applicable","laws.Legal Obligation","Oura must process certain information to comply with statutory obligations which may vary in each","legal obligation"
"Oura",9286,9287,"against your right to privacy under applicable laws.Legal Obligation Oura must process certain information to","comply with","statutory obligations which may vary in each country . For example , such obligations can","comply with"
"Oura",10180,10181,"your personal information , subject to certain exceptions , such as when we have a","legal obligation","to retain the data in question . After we receive and validate your request ,","legal obligation"
"Oura",10181,10182,"personal information , subject to certain exceptions , such as when we have a legal","obligation to","retain the data in question . After we receive and validate your request , we","obligation to"
"Oura",10346,10348,"if necessary to confirm your identity . This is for security purposes , and is","required by law","in some cases.Only you , or a person registered with the appropriate mechanism associated with","required by law"
"Oura",11108,11109,"your personal information , subject to certain exceptions , such as when we have a","legal obligation","to retain the data in question . After we receive and validate your request ,","legal obligation"
"Oura",11109,11110,"personal information , subject to certain exceptions , such as when we have a legal","obligation to","retain the data in question . After we receive and validate your request , we","obligation to"
"Oura",11265,11267,"if necessary to confirm your identity . This is for security purposes , and is","required by law","in some cases . Only you , or a person registered with the appropriate mechanism","required by law"
"Oura",11868,11869,"is processed , we apply the same protections described in this Policy . We also","comply with","certain legal frameworks relating to the transfer of personal data , such as the frameworks","comply with"
"Oura",12023,12024,"to a third-party , the third-party’s processing of the personal data must also be in","compliance with","our Data Privacy Frameworks obligations , and we will remain liable under the Data Privacy","compliance with"
"Oura",12088,12089,"powers of the US Federal Trade Commission . In certain situations , Oura may be","required to","disclose the personal information we process under the Data Privacy Frameworks in response to lawful","required to"
"Oura",12116,12117,"in response to lawful requests by public authorities , including to meet national security or","law enforcement","requirements.Personal data disclosuresWe also reserve the right to disclose personal data under certain specific circumstances","law enforcement"
"Oura",12182,12183,", acquisition , or sale ; To protect Oura's legal rights and property ; andTo","comply with","valid legal requirements . Oura will oppose any request to provide legal authorities with access","comply with"
"Oura",12510,12511,"is processed , we apply the same protections described in this Policy . We also","comply with","certain legal frameworks relating to the transfer of personal data , such as the frameworks","comply with"
"Oura",12671,12672,"to a third-party , the third-party’s processing of the personal data must also be in","compliance with","our Data Privacy Frameworks obligations , and we will remain liable under the Data Privacy","compliance with"
"Oura",12738,12739,"powers of the US Federal Trade Commission . In certain situations , Oura may be","required to","disclose the personal information we process under the Data Privacy Frameworks in response to lawful","required to"
"Oura",12766,12767,"in response to lawful requests by public authorities , including to meet national security or","law enforcement","requirements . We also reserve the right to disclose personal data under certain specific circumstances","law enforcement"
"Oura",13011,13012,"needed for the purpose for which it was originally collected , unless we have a","legal obligation","to retain data for a longer period of time . For example , your measurement","legal obligation"
"Oura",13012,13013,"for the purpose for which it was originally collected , unless we have a legal","obligation to","retain data for a longer period of time . For example , your measurement data","obligation to"
"Oura",13052,13053,"is stored only so long as your Oura account is active . Oura also has","legal obligations","to retain certain personal data for a specific period of time , such as for","legal obligation"
"Oura",13053,13054,"stored only so long as your Oura account is active . Oura also has legal","obligations to","retain certain personal data for a specific period of time , such as for tax","obligation to"
"Oura",13540,13541,"right to request the deletion of your personal data in certain circumstances . We will","comply with","such requests unless we have a valid legal basis not to do so , or","comply with"
"Oura",13558,13559,"requests unless we have a valid legal basis not to do so , or a","legal obligation","to preserve the data . You have the right to request correction of any incorrect","legal obligation"
"Oura",13559,13560,"unless we have a valid legal basis not to do so , or a legal","obligation to","preserve the data . You have the right to request correction of any incorrect or","obligation to"
"Ovia.Health",764,766,"Services , which maintains multiple security certifications . We will notify you of security incidents","as required by","law , and you agree that , when permitted by law , such notices may","as required by"
"Ovia.Health",765,767,", which maintains multiple security certifications . We will notify you of security incidents as","required by law",", and you agree that , when permitted by law , such notices may be","required by law"
"Ovia.Health",867,868,") during the period that you are receiving Ovia + benefits . Ovia is generally","required to","delete your data after your Ovia + benefits end . We will notify you before","required to"
"Ovia.Health",1202,1203,"described above , Ovia may retain personal data to maintain proper business records , to","comply with","and as permitted by law , for security management and investigation , in connection with","comply with"
"Ovia.Health",1359,1360,"described above , Ovia may retain personal data to maintain proper business records , to","comply with","and as permitted by law , for security management and investigation , in connection with","comply with"
"Peloton",1990,1991,"We process Sensitive Personal Information for the purposes of providing Services , carrying out our","legal obligations","or exercising specific rights as permitted by law . The definition of Sensitive Personal Information","legal obligation"
"Peloton",3868,3870,"to manage and maintain the provision of the Services to you . Consent ( where","required by law",") . For analytics , research , and product and Service improvement . Peloton works","required by law"
"Peloton",4490,4491,"strict contracts with these Service Providers to ensure your data is protected . They are","required to","follow all global data protection laws , our specific instructions , and our privacy policies","required to"
"Peloton",4905,4906,"the WHAT PERSONAL INFORMATION WE COLLECT section for more details . LEGAL BASIS : To","comply with","legal obligations . Legitimate business interest , namely it is in our interests to ensure","comply with"
"Peloton",4907,4908,"PERSONAL INFORMATION WE COLLECT section for more details . LEGAL BASIS : To comply with","legal obligations",". Legitimate business interest , namely it is in our interests to ensure the security","legal obligation"
"Peloton",4961,4962,"prevent and address fraud , security and technical issues to ensure that we are in","compliance with","applicable laws and regulations . To comply with any applicable law and / or regulations","compliance with"
"Peloton",4969,4970,"issues to ensure that we are in compliance with applicable laws and regulations . To","comply with","any applicable law and / or regulations , legal proceedings . We use data to","comply with"
"Peloton",5002,5003,"disputes or claims related to our Services . In certain circumstances , we may be","obligated to","use your information to respond to legal , government or regulatory requests . We may","obligated to"
"Peloton",5039,5040,"with your log in to the Services to determine your general location in order to","comply with","global privacy regulations and serve you necessary notifications and / or consent mechanisms . To","comply with"
"Peloton",5056,5057,"global privacy regulations and serve you necessary notifications and / or consent mechanisms . To","comply with","any applicable law and / or regulations , legal proceedings , we use the following","comply with"
"Peloton",5172,5173,"the WHAT PERSONAL INFORMATION WE COLLECT section for more details . LEGAL BASIS : To","comply with","legal obligations . Our legitimate business interest . For safeguarding and defending our legitimate interests","comply with"
"Peloton",5174,5175,"PERSONAL INFORMATION WE COLLECT section for more details . LEGAL BASIS : To comply with","legal obligations",". Our legitimate business interest . For safeguarding and defending our legitimate interests , exercising","legal obligation"
"Peloton",5905,5906,"preventing fraud and to verify identity , in order to protect our business and to","comply with","laws . The identities of the CRAs , and the ways in which they use","comply with"
"Peloton",6886,6887,"dates , approximate number of rides , hours ridden and certain service history . Competent","Law Enforcement","Bodies , Regulators , Government Agencies , Courts or other Third Parties . We may","law enforcement"
"Peloton",6914,6915,"Parties . We may share your personal information , including CCTV images , with competent","law enforcement","bodies , regulators , our insurers , external legal advisors , government agencies , courts","law enforcement"
"Peloton",6946,6947,"or other third parties where we believe disclosure is necessary : ( i ) to","comply with","applicable law ; ( ii ) to exercise , establish or defend our legal rights","comply with"
"Peloton",7770,7771,"European Union and UK data protection laws . We have implemented similar appropriate safeguards and","comply with","applicable legal requirements when transferring Personal Information to countries such as utilizing Binding Corporate Rules","comply with"
"Peloton",8242,8244,", in accordance with applicable laws . Unsubscribe options are provided in electronic marketing communications","as required by","applicable law . Email . You can unsubscribe from email communications at any time .","as required by"
"Peloton",8827,8829,". We process requests to be placed on do-not-mail and do-not-contact lists within the timescales","required by law",". Push Notifications . If you opt-in to receiving Push Notifications , Peloton may send","required by law"
"Peloton",9315,9316,"legal defenses , conduct audits , pursue legitimate business purposes , enforce our agreements and","comply with","applicable laws . Legal requirements , however , may require us to retain some or","comply with"
"Peloton",9402,9403,"for 14 days in Germany and 30 days elsewhere . When we are no longer","required to","retain the personal information as described above , we will destroy , erase , or","required to"
"Peloton",9597,9598,"your consent to do so . In some cases , we may also have a","legal obligation","to collect personal information from you or may otherwise need the personal information to protect","legal obligation"
"Peloton",9598,9599,"consent to do so . In some cases , we may also have a legal","obligation to","collect personal information from you or may otherwise need the personal information to protect your","obligation to"
"Peloton",9632,9633,"or those of another person . If we ask you to provide personal information to","comply with","a legal requirement or to perform a contract with you , we will make this","comply with"
"Pillow",2001,2002,", by limiting retention and collecting only necessary event data . We configure Adjust to","comply with","applicable privacy laws by setting appropriate data retention and consent parameters . We use Meta’s","comply with"
"Pillow",2583,2585,"strict access controls , and the use of Standard Contractual Clauses for international transfers when","required by law",". Visitor conversation data is retained for as long as necessary to provide support and","required by law"
"Pillow",3648,3649,", by limiting retention and collecting only necessary event data . We configure Adjust to","comply with","applicable privacy laws by setting appropriate data retention and consent parameters . We use Meta’s","comply with"
"Pillow",4230,4232,"strict access controls , and the use of Standard Contractual Clauses for international transfers when","required by law",". Visitor conversation data is retained for as long as necessary to provide support and","required by law"
"Pillow",5295,5296,", by limiting retention and collecting only necessary event data . We configure Adjust to","comply with","applicable privacy laws by setting appropriate data retention and consent parameters . We use Meta’s","comply with"
"Pillow",5877,5879,"strict access controls , and the use of Standard Contractual Clauses for international transfers when","required by law",". Visitor conversation data is retained for as long as necessary to provide support and","required by law"
"Pillow",6726,6727,"data from their systems within 30 days of a deletion request , subject to any","legal obligations","to retain the data . While we cannot always control retention directly , we commit","legal obligation"
"Pillow",6727,6728,"from their systems within 30 days of a deletion request , subject to any legal","obligations to","retain the data . While we cannot always control retention directly , we commit to","obligation to"
"Protein.Pal",549,550,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",807,808,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",968,969,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",1741,1742,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",5189,5190,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",5447,5448,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",5608,5609,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",6381,6382,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",7252,7253,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",7511,7512,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",7673,7674,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",8458,8459,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",9243,9244,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",10028,10029,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",10910,10911,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",11169,11170,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",11429,11430,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",11689,11690,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",11852,11853,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",12649,12650,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",13542,13543,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",13801,13802,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",13963,13964,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",14748,14749,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",15632,15633,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",15893,15894,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",16057,16058,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",16866,16867,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",17772,17773,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",18033,18034,"or modification.We don’t share any personally identifying information publicly or with third-parties , except when","required to","by law.Our app may link to external sites that are not operated by us .","required to"
"Protein.Pal",18197,18198,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",19006,19007,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",20019,20020,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",20828,20829,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",21841,21842,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",22650,22651,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",23663,23664,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",24472,24473,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",25485,25486,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",26294,26295,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",27312,27313,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",28130,28131,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",29139,29140,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",29922,29923,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",30909,30910,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",31716,31717,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",32522,32523,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Protein.Pal",33317,33318,"service , all applicable laws and regulations , and agree that you are responsible for","compliance with","any applicable local laws . If you do not agree with any of these terms","compliance with"
"Red.Box.RX",2487,2488,"monetary or other consideration in exchange for the Personal Information we provide to them .","Legal Process","and Emergency Response . We may also disclose Personal Information if we have a good-faith","legal process"
"Red.Box.RX",3712,3713,"shared with us by the charity . Charities that disclose information in this way are","required to","notify you of that practice in their privacy policies . We appreciate you keeping our","required to"
"Red.Box.RX",7528,7529,"monetary or other consideration in exchange for the Personal Information we provide to them .","Legal Process","and Emergency Response . We may also disclose Personal Information if we have a good-faith","legal process"
"Red.Box.RX",8742,8743,"shared with us by the charity . Charities that disclose information in this way are","required to","notify you of that practice in their privacy policies . We appreciate you keeping our","required to"
"rubiTrack",265,265,", apps , and customer support . We may disclose your information in response to","subpoenas",", court orders , or other legal requirements ; to exercise our legal rights or","subpoena"
"rubiTrack",267,268,", and customer support . We may disclose your information in response to subpoenas ,","court orders",", or other legal requirements ; to exercise our legal rights or defend against legal","court order"
"Sesame",552,553,"in any manner.To participate in certain features of the Sesame Services , you will be","required to","provide certain Personal Information . For example , when registering as a user on any","required to"
"Sesame",1741,1742,"in the context of some other business acquisition transaction.In response to lawful governmental requests or","legal process","( for example a subpoena , court order , or search warrant ) ; to","legal process"
"Sesame",1747,1747,"business acquisition transaction.In response to lawful governmental requests or legal process ( for example a","subpoena",", court order , or search warrant ) ; to establish or exercise our legal","subpoena"
"Sesame",1749,1750,"transaction.In response to lawful governmental requests or legal process ( for example a subpoena ,","court order",", or search warrant ) ; to establish or exercise our legal rights , or","court order"
"Sesame",2077,2078,"retention laws . While we will delete your account and associated data that is not","legally required","to be retained , we will retain your medical records subject to and in compliance","legally required"
"Sesame",2078,2079,"laws . While we will delete your account and associated data that is not legally","required to","be retained , we will retain your medical records subject to and in compliance with","required to"
"Sesame",2093,2094,"required to be retained , we will retain your medical records subject to and in","compliance with","applicable medical record retention laws.Do we use "" cookies "" ? Yes . Cookies are","compliance with"
"Sesame",2943,2944,"purpose ( s ) for which we collected it , or ( ii ) to","comply with","applicable laws , contracts , or other rules or regulations . In the event you","comply with"
"Sesame",2975,2976,"choose to delete your account , we will delete your personal information that is not","legally required","to be retained . However , we are legally required to retain medical records subject","legally required"
"Sesame",2976,2977,"to delete your account , we will delete your personal information that is not legally","required to","be retained . However , we are legally required to retain medical records subject to","required to"
"Sesame",2985,2986,"personal information that is not legally required to be retained . However , we are","legally required","to retain medical records subject to applicable medical record retention laws , even after account","legally required"
"Sesame",2986,2987,"information that is not legally required to be retained . However , we are legally","required to","retain medical records subject to applicable medical record retention laws , even after account deletion.Questions","required to"
"Sesame",3553,3554,"with a description of what steps we will take to verify and respond . We","must provide","the requested information or delete your personal information within 45 days of receipt of your","must provide"
"Sesame",4289,4290,"manner . To participate in certain features of the Sesame Services , you will be","required to","provide certain Personal Information . For example , when registering as a user on any","required to"
"Sesame",5303,5304,"retention laws . While we will delete your account and associated data that is not","legally required","to be retained , we will retain your medical records subject to and in compliance","legally required"
"Sesame",5304,5305,"laws . While we will delete your account and associated data that is not legally","required to","be retained , we will retain your medical records subject to and in compliance with","required to"
"Sesame",5319,5320,"required to be retained , we will retain your medical records subject to and in","compliance with","applicable medical record retention laws . Yes . Cookies are small files that a site","compliance with"
"Sesame",6153,6154,"purpose ( s ) for which we collected it , or ( ii ) to","comply with","applicable laws , contracts , or other rules or regulations . In the event you","comply with"
"Sesame",6185,6186,"choose to delete your account , we will delete your personal information that is not","legally required","to be retained . However , we are legally required to retain medical records subject","legally required"
"Sesame",6186,6187,"to delete your account , we will delete your personal information that is not legally","required to","be retained . However , we are legally required to retain medical records subject to","required to"
"Sesame",6195,6196,"personal information that is not legally required to be retained . However , we are","legally required","to retain medical records subject to applicable medical record retention laws , even after account","legally required"
"Sesame",6196,6197,"information that is not legally required to be retained . However , we are legally","required to","retain medical records subject to applicable medical record retention laws , even after account deletion","required to"
"Sesame",6689,6690,"with a description of what steps we will take to verify and respond . We","must provide","the requested information or delete your personal information within 45 days of receipt of your","must provide"
"Sleep.Cycle",1024,1026,"agreement with you ( GDPR art 6.1 ( b ) ) . It is also","necessary to comply","with the Swedish Bookkeeping Act.One ( 1 ) plus seven ( 7 ) years ,","necessary to comply"
"Sleep.Cycle",1026,1027,"you ( GDPR art 6.1 ( b ) ) . It is also necessary to","comply with","the Swedish Bookkeeping Act.One ( 1 ) plus seven ( 7 ) years , in","comply with"
"Sleep.Cycle",1119,1120,". Only in limited situations , additional information ( including health data ) may be","required to","resolve the issue.You / the Sleep Cycle app.Technical data is processed based on our agreement","required to"
"Sleep.Cycle",1462,1463,"from collection.Respond to legal requests / requirementsWe may preserve or disclose information about you to","comply with","a law , regulation , legal process , or governmental request ; to assert legal","comply with"
"Sleep.Cycle",1469,1470,"may preserve or disclose information about you to comply with a law , regulation ,","legal process",", or governmental request ; to assert legal rights or defend against legal claims ;","legal process"
"Sleep.Cycle",3073,3074,"that outweigh your interests , The personal data has been used illegally , orDeletion is","required to","fulfill a legal obligation.You can delete specific data points , for example sleep sessions or","required to"
"Sleep.Cycle",3077,3078,", The personal data has been used illegally , orDeletion is required to fulfill a","legal obligation.You","can delete specific data points , for example sleep sessions or comments posted by yourself","legal obligation"
"SleepScore",570,571,"phone number , and e-mail address and use it to communicate with you and to","comply with","your request ; Data We Collect : Basic contact details including your first and last","comply with"
"SleepScore",1151,1152,"and the protection of our business ) ; ( ii ) we are permitted or","required to","do so by applicable law ; ( iii ) this is necessary in connection with","required to"
"SleepScore",1584,1585,"to the personal data necessary to perform these limited functions on our behalf and are","required to","protect and secure your personal data.Information transferred to 3rd party suppliers and TransfersAccess to your","required to"
"SleepScore",2814,2815,"phone number , and e-mail address and use it to communicate with you and to","comply with","your request ; Data We Collect : Basic contact details including your first and last","comply with"
"SleepScore",3392,3393,"and the protection of our business ) ; ( ii ) we are permitted or","required to","do so by applicable law ; ( iii ) this is necessary in connection with","required to"
