"app","from","to","pre","keyword","post","vague_noun"
"Nutritionix",932,933,"you are located in the EU : Some of our","service providers","and affiliates are located outside of the European Union or","service providers"
"Nutritionix",935,935,"in the EU : Some of our service providers and","affiliates","are located outside of the European Union or the European","affiliates"
"Nutritionix",2646,2647,"under applicable law , such as if we or our","service providers","need to retain the Personal Data to : This is","service providers"
"Oura",1336,1337,"process data on our behalf , such as our cloud","service providers.Oura","processes the following personal data categories when you use our","service providers"
"Oura",3759,3760,"delete your personal information , as well as direct our","service providers","to delete your personal information unless an exception applies.How to","service providers"
"Oura",4234,4235,", and only shares your personal data with certain trusted","service providers","and partners so that we can provide and improve our","service providers"
"Oura",4268,4269,"operate our business . Whenever we share data with third-party","service providers",", we require that they use your information only for","service providers"
"Oura",4299,4300,"reasons explained in this Policy . We also require these","service providers","to protect your personal information to at least the same","service providers"
"Oura",4320,4321,"same standards that we do.Like most companies , Oura uses","service providers","for purposes such as : Providing and improving our online","service providers"
"Oura",4418,4419,"transfers of personal data through data protection agreements with our","service providers",". In certain limited cases , you may be asked","service providers"
"Oura",5889,5890,"process data on our behalf , such as our cloud","service providers.Oura","processes the following personal data categories when you use our","service providers"
"Oura",7126,7127,"process data on our behalf , such as our cloud","service providers",". Oura processes the following personal data categories when you","service providers"
"Oura",10209,10210,"delete your personal information , as well as direct our","service providers","to delete your personal information unless an exception applies.How to","service providers"
"Oura",11137,11138,"delete your personal information , as well as direct our","service providers","to delete your personal information unless an exception applies .","service providers"
"Oura",11543,11544,", and only shares your personal data with certain trusted","service providers","and partners so that we can provide and improve our","service providers"
"Oura",11577,11578,"operate our business . Whenever we share data with third-party","service providers",", we require that they use your information only for","service providers"
"Oura",11608,11609,"reasons explained in this Policy . We also require these","service providers","to protect your personal information to at least the same","service providers"
"Oura",11629,11630,"same standards that we do.Like most companies , Oura uses","service providers","for purposes such as : Providing and improving our online","service providers"
"Oura",11727,11728,"transfers of personal data through data protection agreements with our","service providers",". In certain limited cases , you may be asked","service providers"
"Oura",12255,12256,", and only shares your personal data with certain trusted","service providers","and partners so that we can provide and improve our","service providers"
"Oura",12289,12290,"operate our business . Whenever we share data with third-party","service providers",", we require that they use your information only for","service providers"
"Oura",12320,12321,"reasons explained in this Policy . We also require these","service providers","to protect your personal information to at least the same","service providers"
"Oura",12343,12344,"that we do . Like most companies , Oura uses","service providers","for purposes such as : We use industry standard data","service providers"
"Oura",12371,12372,"transfers of personal data through data protection agreements with our","service providers",". In certain limited cases , you may be asked","service providers"
"Ovia.Health",388,388,"your insurer , employer health plan , employer , or","vendors","working on their behalf in accordance with HIPAA and other","vendors"
"Ovia.Health",628,628,"People You Invite , You and Your Requested Followers ,","Affiliates","and Successors , and Government Authorities and Recipients of Compelled","affiliates"
"Ovia.Health",1629,1629,"; some personal data may be transferred to other US-based","vendors","who provide services to Ovia , including the principal vendors","vendors"
"Ovia.Health",1639,1639,"vendors who provide services to Ovia , including the principal","vendors","listed here . If you are resident outside the US","vendors"
"Peloton",25,25,"to Peloton Interactive , Inc . ( together with our","affiliates",", "" Peloton "" , "" we "" , or","affiliates"
"Peloton",1857,1858,". Any information you voluntarily provide to us or our","Service Providers","( or otherwise publish ) in connection with setting fitness","service providers"
"Peloton",4292,4293,"internal machine learning models and may be supported by AI","Service Providers",". We use this data to build , train ,","service providers"
"Peloton",4394,4395,"increase operational efficiency . While we may use third-party AI","Service Providers",", any personal data processed by these technologies is strictly","service providers"
"Peloton",4420,4421,"our Services . The data we share with third-party AI","Service Providers","is deidentified before it's shared and is not linked to","service providers"
"Peloton",4448,4449,"is not used by or shared with these third-party AI","Service Providers","to train their general AI models , for their own","service providers"
"Peloton",4479,4480,"associated with Peloton . We have strict contracts with these","Service Providers","to ensure your data is protected . They are required","service providers"
"Peloton",5448,5449,"European Union , UK and Australian data protection laws .","Service Providers","and Partners . We may share your personal information with","service providers"
"Peloton",5463,5464,"We may share your personal information with our third party","service providers","( such as those who provide chat features and /","service providers"
"Peloton",5609,5610,"information about your viewing , streaming and chat behavior to","Service Providers","and Partners.We may also disclose aggregated and / or anonymous","service providers"
"Peloton",5623,5624,"may also disclose aggregated and / or anonymous information to","Service Providers","and Partners . Amongst other reasons , this information may","service providers"
"Peloton",6395,6395,"of your personal information that they may have . Advertising","Affiliates","/ Networks . These advertising partners may receive information related","affiliates"
"Peloton",7824,7825,"Economic Area should it be applicable with our third party","service providers","and partners . Further details can be provided upon request","service providers"
"Pillow",1387,1388,"product updates . Third-Party Processors and TransfersWe work with these","service providers","who process data on our behalf : Apple iCloud provides","service providers"
"Pillow",3034,3035,"product updates . Third-Party Processors and TransfersWe work with these","service providers","who process data on our behalf : Apple iCloud provides","service providers"
"Pillow",4681,4682,"product updates . Third-Party Processors and TransfersWe work with these","service providers","who process data on our behalf : Apple iCloud provides","service providers"
"Pillow",6404,6405,". Third-Party Service Selection : We only work with established","service providers","that implement industry-standard security measures including encryption , access controls","service providers"
"Protein.Pal",3808,3808,"Ten Labs Ltd , its directors , employees , and","affiliates","shall not be liable for any indirect , incidental ,","affiliates"
"Protein.Pal",4634,4634,"Ten Labs Ltd , its directors , employees , and","affiliates","shall not be liable for any indirect , incidental ,","affiliates"
"Protein.Pal",35607,35607,"Ten Labs Ltd , its directors , employees , and","affiliates","shall not be liable for any indirect , incidental ,","affiliates"
"Protein.Pal",36449,36449,"Ten Labs Ltd , its directors , employees , and","affiliates","shall not be liable for any indirect , incidental ,","affiliates"
"Red.Box.RX",158,158,"Privacy Policy describes how Hy-Vee , Inc . and its","affiliates","( "" Hy-Vee "" , "" we "" , ""","affiliates"
"Red.Box.RX",1312,1313,". When you use this feature , we and our","service providers","may process the information obtained through the chat to provide","service providers"
"Red.Box.RX",1338,1338,". By using these features , you understand that our","vendors","may process the information obtained through the feature to provide","vendors"
"Red.Box.RX",1430,1431,"choose to provide . Information Collected Automatically Hy-Vee , our","service providers",", and third-party services with which we partner automatically collect","service providers"
"Red.Box.RX",1714,1715,", pixels , and other tracking technologies placed by our","service providers","and third parties , including our advertising partners . This","service providers"
"Red.Box.RX",1728,1729,"parties , including our advertising partners . This means our","service providers","and advertising partners can collect and use information regarding your","service providers"
"Red.Box.RX",2116,2117,"website browsers . Information We Obtain from Other Sources Our","service providers","may collect Personal Information on our behalf in the course","service providers"
"Red.Box.RX",2144,2145,". We may also obtain Personal Information about you from","business partners",", resellers and third parties , some of which may","business partners"
"Red.Box.RX",2248,2248,"may disclose your Personal Information as described below : Our","Affiliates",". Each of our affiliated entities may collect and disclose","affiliates"
"Red.Box.RX",2277,2278,"with their parent , subsidiary , and affiliate entities .","Service Providers",". We may disclose your Personal Information to service providers","service providers"
"Red.Box.RX",2287,2288,"Service Providers . We may disclose your Personal Information to","service providers","that help us do things like improve our services ,","service providers"
"Red.Box.RX",2605,2606,", or receivership . Targeted Advertisements We may contract with","service providers","to collect information about your online use and interactions with","service providers"
"Red.Box.RX",2657,2657,"or use social media . Some of the publishers and","vendors","that support our advertising may participate in the Digital Advertising","vendors"
"Red.Box.RX",4369,4370,", including your SMS opt-in or consent status , with","service providers","that help us provide our messaging services , including but","service providers"
"Red.Box.RX",4393,4393,"to platform providers , phone companies , and any other","vendors","who assist us in the delivery of text messages .","vendors"
"Red.Box.RX",4844,4845,"Sales of Personal Information We disclose Personal Information to our","service providers",", other vendors ( including those that facilitate interest-based and","service providers"
"Red.Box.RX",4848,4848,"We disclose Personal Information to our service providers , other","vendors","( including those that facilitate interest-based and other advertising and","vendors"
"Red.Box.RX",4862,4862,"that facilitate interest-based and other advertising and marketing ) ,","affiliates",", and third parties . Generally , we disclose the","affiliates"
"Red.Box.RX",4938,4939,"disclose this Personal Information include affiliated and related companies ,","service providers",", professional advisors , public authorities / government bodies ,","service providers"
"Red.Box.RX",6375,6375,"Privacy Policy describes how Hy-Vee , Inc . and its","affiliates","( "" Hy-Vee "" , "" we "" , ""","affiliates"
"Red.Box.RX",7018,7019,". When you use this feature , we and our","service providers","may process the information obtained through the chat to provide","service providers"
"Red.Box.RX",7044,7044,". By using these features , you understand that our","vendors","may process the information obtained through the feature to provide","vendors"
"Red.Box.RX",7133,7134,"other information you choose to provide . Hy-Vee , our","service providers",", and third-party services with which we partner automatically collect","service providers"
"Red.Box.RX",7162,7163,"access or use the Hy-Vee Services , including : Our","service providers","may collect Personal Information on our behalf in the course","service providers"
"Red.Box.RX",7190,7191,". We may also obtain Personal Information about you from","business partners",", resellers and third parties , some of which may","business partners"
"Red.Box.RX",7289,7289,"may disclose your Personal Information as described below : Our","Affiliates",". Each of our affiliated entities may collect and disclose","affiliates"
"Red.Box.RX",7318,7319,"with their parent , subsidiary , and affiliate entities .","Service Providers",". We may disclose your Personal Information to service providers","service providers"
"Red.Box.RX",7328,7329,"Service Providers . We may disclose your Personal Information to","service providers","that help us do things like improve our services ,","service providers"
"Red.Box.RX",7644,7645,", bankruptcy , or receivership . We may contract with","service providers","to collect information about your online use and interactions with","service providers"
"Red.Box.RX",7696,7696,"or use social media . Some of the publishers and","vendors","that support our advertising may participate in the Digital Advertising","vendors"
"Red.Box.RX",9384,9385,", including your SMS opt-in or consent status , with","service providers","that help us provide our messaging services , including but","service providers"
"Red.Box.RX",9408,9408,"to platform providers , phone companies , and any other","vendors","who assist us in the delivery of text messages .","vendors"
"Red.Box.RX",9769,9770,"States "" ) . We disclose Personal Information to our","service providers",", other vendors ( including those that facilitate interest-based and","service providers"
"Red.Box.RX",9773,9773,"We disclose Personal Information to our service providers , other","vendors","( including those that facilitate interest-based and other advertising and","vendors"
"Red.Box.RX",9787,9787,"that facilitate interest-based and other advertising and marketing ) ,","affiliates",", and third parties . Generally , we disclose the","affiliates"
"Red.Box.RX",9825,9826,"disclose this Personal Information include affiliated and related companies ,","service providers",", professional advisors , public authorities / government bodies ,","service providers"
"Sesame",901,902,"mobile apps , we use and may allow third party","service providers","to use "" cookies "" , flash cookies , local","service providers"
"Sesame",1236,1237,"( including to present offers to you on behalf of","business partners","and advertisers ) . To allow us to better service","business partners"
"Sesame",1664,1664,"third parties , as follows : To our subsidiaries or","affiliates",", strategic partners and to third parties we engage to","affiliates"
"Sesame",1870,1871,"identifiable information about users of the Sesame Service to our","service providers",", partners , advertisers or others . For example ,","service providers"
"Sesame",2250,2251,"experiences and tools in the future.We may contract with third-party","service providers","to assist us in better understanding our Sesame Service visitors","service providers"
"Sesame",3061,3061,"third parties ( such as local , state and regional","affiliates","and affiliate alliances ) , some of which do not","affiliates"
"Sesame",3152,3152,"to provide your information to local , state and regional","affiliates","and affiliate alliances identified in your membership application or account","affiliates"
"Sesame",4644,4645,"mobile apps , we use and may allow third party","service providers","to use "" cookies "" , flash cookies , local","service providers"
"Sesame",5473,5474,"tools in the future . We may contract with third-party","service providers","to assist us in better understanding our Sesame Service visitors","service providers"
"Sesame",6268,6268,"third parties ( such as local , state and regional","affiliates","and affiliate alliances ) , some of which do not","affiliates"
"Sesame",6361,6361,"to provide your information to local , state and regional","affiliates","and affiliate alliances identified in your membership application or account","affiliates"
"Sleep.Cycle",2499,2500,"and their service provider Amazon Web Services.We also use other","service providers","that may process your data on our behalf . When","service providers"
"Sleep.Cycle",2573,2574,"Fivetran Inc . to facilitate transfers of data between the","service providers","mentioned above . Fivetran Inc . will only store data","service providers"
"Sleep.Cycle",2661,2662,"we have entered into EU Model Clauses with all our","service providers","who process personal data outside of the EU / EEA","service providers"
"Sleep.Cycle",5727,5728,"service provider Amazon Web Services . We also use other","service providers","that may process your data on our behalf . When","service providers"
"Sleep.Cycle",5801,5802,"Fivetran Inc . to facilitate transfers of data between the","service providers","mentioned above . Fivetran Inc . will only store data","service providers"
"Sleep.Cycle",5891,5892,"we have entered into EU Model Clauses with all our","service providers","who process personal data outside of the EU / EEA","service providers"
"SleepScore",1526,1527,"We will also share your personal data with the following","service providers",": Webhosting providersTechnological and analytical service providers to improve our","service providers"
"SleepScore",1533,1534,"with the following service providers : Webhosting providersTechnological and analytical","service providers","to improve our websiteProviders of customer support related servicesService providers","service providers"
"SleepScore",1543,1544,"service providers to improve our websiteProviders of customer support related","servicesService providers","and collaborators related to marketing and publicity , such as","service providers"
"SleepScore",1563,1564,"such as advertising agencies , advertising partners or social mediaThese","service providers","will only have access to the personal data necessary to","service providers"
"SleepScore",3700,3701,"We will also share your personal data with the following","service providers",": These service providers will only have access to the","service providers"
"SleepScore",3704,3705,"your personal data with the following service providers : These","service providers","will only have access to the personal data necessary to","service providers"
"Strava",115,116,"share your personal information with third parties that are not","service providers","? Yes , with your consent Do we share your","service providers"
"Strava",1714,1715,"We may collect information directly from you or through our","service providers",", such as when we collect your feedback through surveys","service providers"
"Strava",2338,2339,"maintaining AI and ML models run by Strava or our","service providers",". We use aggregated , de-identified information for AI Features","service providers"
"Strava",3111,3112,"detail in the “ Aggregated Information ” section below .","Service Providers","We may share your information with third parties who provide","service providers"
"Strava",3146,3147,"Services , processing payments , or fulfilling orders . These","service providers","only have access to the information necessary to perform these","service providers"
"Strava",3177,3178,"protect and secure your information . We may also engage","service providers","to collect information about your use of the Services over","service providers"
"Strava",5706,5707,"delete your personal information , as well as direct our","service providers","to delete your personal information , unless an exception applies","service providers"
"Strava",6872,6873,"of personal information , as well as the categories of","Services Providers","to whom we have disclosed these categories of personal information","service providers"
"Strava",7023,7024,"Personal Information Business purpose Legal Bases for processing Categories of","service providers","* Identifiers , such as your real name , athlete","service providers"
"Strava",7738,7739,"analytics providers Data hosting providers Partners Subsidiaries * The actual","service providers","where information may be shared depends on the factual circumstances","service providers"
"Strava",7923,7924,"job applicants , current and former employees , contractors and","business partners",". Job applicants may provide contact information and resume-related information","business partners"
"Strava",7963,7964,"receive internal privacy disclosure relevant to them . Contractors and","business partners","provide business contact information and payment-related information as necessary to","business partners"
"Strava",8686,8687,"of the Services , but may be hosted by Strava’s","service providers","with their own additional terms and privacy policies . If","service providers"
"Strava",8980,8981,"share your personal information with third parties that are not","service providers","? Yes , with your consent Do we share your","service providers"
"Strava",9336,9337,"share your personal information with third parties that are not","service providers","? Yes , with your consent Do we share your","service providers"
"Strava",11159,11160,"We may collect information directly from you or through our","service providers",", such as when we collect your feedback through surveys","service providers"
"Strava",13062,13063,"We may collect information directly from you or through our","service providers",", such as when we collect your feedback through surveys","service providers"
"Strava",13109,13110,"We may collect information directly from you or through our","service providers",", such as when we collect your feedback through surveys","service providers"
"Strava",13733,13734,"maintaining AI and ML models run by Strava or our","service providers",". We use aggregated , de-identified information for AI Features","service providers"
"Strava",14997,14998,"maintaining AI and ML models run by Strava or our","service providers",". We use aggregated , de-identified information for AI Features","service providers"
"Strava",15276,15277,"maintaining AI and ML models run by Strava or our","service providers",". We use aggregated , de-identified information for AI Features","service providers"
"Strava",16634,16635,"detail in the “ Aggregated Information ” section below .","Service Providers","We may share your information with third parties who provide","service providers"
"Strava",16669,16670,"Services , processing payments , or fulfilling orders . These","service providers","only have access to the information necessary to perform these","service providers"
"Strava",16700,16701,"protect and secure your information . We may also engage","service providers","to collect information about your use of the Services over","service providers"
"Strava",18046,18047,"detail in the “ Aggregated Information ” section below .","Service Providers","We may share your information with third parties who provide","service providers"
"Strava",18081,18082,"Services , processing payments , or fulfilling orders . These","service providers","only have access to the information necessary to perform these","service providers"
"Strava",18112,18113,"protect and secure your information . We may also engage","service providers","to collect information about your use of the Services over","service providers"
"Strava",18184,18185,"Services , processing payments , or fulfilling orders . These","service providers","only have access to the information necessary to perform these","service providers"
"Strava",18215,18216,"protect and secure your information . We may also engage","service providers","to collect information about your use of the Services over","service providers"
"Strava",23577,23578,"delete your personal information , as well as direct our","service providers","to delete your personal information , unless an exception applies","service providers"
"Strava",23819,23820,"delete your personal information , as well as direct our","service providers","to delete your personal information , unless an exception applies","service providers"
"Strava",26048,26049,"of personal information , as well as the categories of","Services Providers","to whom we have disclosed these categories of personal information","service providers"
"Strava",26199,26200,"Personal Information Business purpose Legal Bases for processing Categories of","service providers","* Identifiers , such as your real name , athlete","service providers"
"Strava",26914,26915,"analytics providers Data hosting providers Partners Subsidiaries * The actual","service providers","where information may be shared depends on the factual circumstances","service providers"
"Strava",27099,27100,"job applicants , current and former employees , contractors and","business partners",". Job applicants may provide contact information and resume-related information","business partners"
"Strava",27139,27140,"receive internal privacy disclosure relevant to them . Contractors and","business partners","provide business contact information and payment-related information as necessary to","business partners"
"Strava",27414,27415,"of personal information , as well as the categories of","Services Providers","to whom we have disclosed these categories of personal information","service providers"
"Strava",28222,28223,"analytics providers Data hosting providers Partners Subsidiaries * The actual","service providers","where information may be shared depends on the factual circumstances","service providers"
"Strava",29229,29230,"of the Services , but may be hosted by Strava’s","service providers","with their own additional terms and privacy policies . If","service providers"
"Strava",29352,29353,"of the Services , but may be hosted by Strava’s","service providers","with their own additional terms and privacy policies . If","service providers"
"Stride",555,555,"for marketing purposes . We do share Personal Information with","vendors","( data-processors ) who are performing services for the Application","vendors"
"Sunflower",64,64,"your information in situations such as business transfers , with","affiliates",", business partners , or other users when you interact","affiliates"
"Sunflower",66,67,"in situations such as business transfers , with affiliates ,","business partners",", or other users when you interact in public areas","business partners"
"Talkspace",2773,2774,"the success of our marketing campaignsMarketing , including tailoring advertisingInformation","DisclosureService Providers",": We may disclose the information we collect from and","service providers"
"Talkspace",2802,2803,"your personal data identified in this Policy , to our","service providers","to perform a business , commercial , technical , advertising","service providers"
"Talkspace",2872,2873,"in the above Personal Data Processing chart , to our","business partners","and third parties , such as data analytics providers ,","business partners"
"Talkspace",2886,2886,"parties , such as data analytics providers , advertising technology","vendors",", third-party advertising networks , and social media platforms ,","vendors"
"Talkspace",3135,3136,"from a number of other companies whom we engage as","service providers",", for identifying and logging code issues , errors and","service providers"
"Talkspace",6183,6184,"your consent . Collected automatically when you use the Services","Service Providers",": We may disclose the information we collect from and","service providers"
"Talkspace",6212,6213,"your personal data identified in this Policy , to our","service providers","to perform a business , commercial , technical , advertising","service providers"
"Talkspace",6284,6285,"in the above Personal Data Processing chart , to our","business partners","and third parties , such as data analytics providers ,","business partners"
"Talkspace",6298,6298,"parties , such as data analytics providers , advertising technology","vendors",", third-party advertising networks , and social media platforms ,","vendors"
"Talkspace",6548,6549,"from a number of other companies whom we engage as","service providers",", for identifying and logging code issues , errors and","service providers"
"Teladoc.Health",170,170,", Inc . , on its own behalf and its","affiliates","and / or wholly owned subsidiaries including but not limited","affiliates"
"Teladoc.Health",1352,1353,": We may share Personal Information with third parties including","service providers","in certain circumstances or for certain purposes , including :","service providers"
"Times.Health",1326,1326,"of all or a portion of our business to another","company.Affiliates",". We may share your information with our affiliates ,","affiliates"
"Times.Health",1335,1335,"another company.Affiliates . We may share your information with our","affiliates",", in which case we will require those affiliates to","affiliates"
"Times.Health",1344,1344,"our affiliates , in which case we will require those","affiliates","to honor this privacy notice . Affiliates include our parent","affiliates"
"Times.Health",1351,1351,"will require those affiliates to honor this privacy notice .","Affiliates","include our parent company and any subsidiaries , joint venture","affiliates"
"Times.Health",1483,1484,"Services.Use of AI TechnologiesWe provide the AI Products through third-party","service providers","( "" AI Service Providers "" ) , including Google","service providers"
"Times.Health",1488,1489,"the AI Products through third-party service providers ( "" AI","Service Providers",""" ) , including Google Cloud AI . As outlined","service providers"
"Times.Health",1522,1523,"information will be shared with and processed by these AI","Service Providers","to enable your use of our AI Products for purposes","service providers"
"Times.Health",2831,2832,"else ? We may disclose your personal information with our","service providers","pursuant to a written contract between us and each service","service providers"
"Times.Health",5225,5225,"or a portion of our business to another company .","Affiliates",". We may share your information with our affiliates ,","affiliates"
"Times.Health",5234,5234,". Affiliates . We may share your information with our","affiliates",", in which case we will require those affiliates to","affiliates"
"Times.Health",5243,5243,"our affiliates , in which case we will require those","affiliates","to honor this privacy notice . Affiliates include our parent","affiliates"
"Times.Health",5250,5250,"will require those affiliates to honor this privacy notice .","Affiliates","include our parent company and any subsidiaries , joint venture","affiliates"
"Times.Health",5387,5388,"of AI Technologies We provide the AI Products through third-party","service providers","( "" AI Service Providers "" ) , including Google","service providers"
"Times.Health",5392,5393,"the AI Products through third-party service providers ( "" AI","Service Providers",""" ) , including Google Cloud AI . As outlined","service providers"
"Times.Health",5426,5427,"information will be shared with and processed by these AI","Service Providers","to enable your use of our AI Products for purposes","service providers"
"Times.Health",6767,6768,"else ? We may disclose your personal information with our","service providers","pursuant to a written contract between us and each service","service providers"
"WaterMinder",486,487,"we have facilities or in which we engage third party","service providers",". By using the Services , you consent to the","service providers"
"WaterMinder",1347,1348,"administration ) or external parties ( such as third-party technical","service providers",", mail carriers , hosting providers , IT companies ,","service providers"
"WaterMinder",3148,3149,"we have facilities or in which we engage third party","service providers",". By using the Services , you consent to the","service providers"
"WebMD.Symptom.Checker",2808,2808,"with our service provider , LiveRamp Inc . and its","affiliates",", which may in turn link demographic or interest-based information","affiliates"
"WebMD.Symptom.Checker",2855,2855,"Sites and on third party websites . Our ad network","vendors","use technologies to collect information about your activities on the","vendors"
"WebMD.Symptom.Checker",3133,3134,"App and on our mobile optimized sites.Cross-Device TrackingWe and our","service providers","collect and store information about users ' interactions with unaffiliated","service providers"
"WebMD.Symptom.Checker",3626,3627,"Sites , to our current or prospective advertisers and other","business partners.Sharing","Your InformationWebMD Subsidiaries and Corporate AffiliatesWe may share your information","business partners"
"WebMD.Symptom.Checker",3633,3633,"advertisers and other business partners.Sharing Your InformationWebMD Subsidiaries and Corporate","AffiliatesWe","may share your information with our subsidiaries , affiliates and","affiliates"
"WebMD.Symptom.Checker",3642,3642,"Corporate AffiliatesWe may share your information with our subsidiaries ,","affiliates","and companies acquired by or merged with us and our","affiliates"
"WebMD.Symptom.Checker",3653,3653,"and companies acquired by or merged with us and our","affiliates","for their use for the purposes set forth in this","affiliates"
"WebMD.Symptom.Checker",3973,3974,"the United States , we may also partner with certain","service providers","to better understand your experience on the WebMD Sites ,","service providers"
"WebMD.Symptom.Checker",4111,4112,"cookie ID or IP address , with third party advertising","service providers","who may use this information , on our behalf ,","service providers"
"WebMD.Symptom.Checker",4421,4422,"back to that partner , which may include third party","service providers","whose services are embedded into and / or appear within","service providers"
"WebMD.Symptom.Checker",5973,5974,"We may transfer your information outside the United States to","service providers","with operations in other countries . By using the Services","service providers"
"WebMD.Symptom.Checker",6207,6208,"( iii ) necessary for the legitimate interests of our","service providers","and partners ; ( iv ) necessary to perform our","service providers"
"WebMD.Symptom.Checker",12588,12588,"with our service provider , LiveRamp Inc . and its","affiliates",", which may in turn link demographic or interest-based information","affiliates"
"WebMD.Symptom.Checker",12635,12635,"Sites and on third party websites . Our ad network","vendors","use technologies to collect information about your activities on the","vendors"
"WebMD.Symptom.Checker",12973,12973,"with our service provider , LiveRamp Inc . and its","affiliates",", which may in turn link demographic or interest-based information","affiliates"
"WebMD.Symptom.Checker",13021,13021,"Sites and on third party websites . Our ad network","vendors","use technologies to collect information about your activities on the","vendors"
"WebMD.Symptom.Checker",13304,13305,"and on our mobile optimized sites . We and our","service providers","collect and store information about users ' interactions with unaffiliated","service providers"
"WebMD.Symptom.Checker",13672,13673,"and / or with your consent . We and our","service providers","collect and store information about users ' interactions with unaffiliated","service providers"
"WebMD.Symptom.Checker",13924,13925,"Sites , to our current or prospective advertisers and other","business partners.Sharing","Your InformationWebMD Subsidiaries and Corporate AffiliatesWe may share your information","business partners"
"WebMD.Symptom.Checker",13931,13931,"advertisers and other business partners.Sharing Your InformationWebMD Subsidiaries and Corporate","AffiliatesWe","may share your information with our subsidiaries , affiliates and","affiliates"
"WebMD.Symptom.Checker",13940,13940,"Corporate AffiliatesWe may share your information with our subsidiaries ,","affiliates","and companies acquired by or merged with us and our","affiliates"
"WebMD.Symptom.Checker",13951,13951,"and companies acquired by or merged with us and our","affiliates","for their use for the purposes set forth in this","affiliates"
"WebMD.Symptom.Checker",14321,14322,"Sites , to our current or prospective advertisers and other","business partners",". WebMD Subsidiaries and Corporate Affiliates We may share your","business partners"
"WebMD.Symptom.Checker",14328,14328,"advertisers and other business partners . WebMD Subsidiaries and Corporate","Affiliates","We may share your information with our subsidiaries , affiliates","affiliates"
"WebMD.Symptom.Checker",14338,14338,"Affiliates We may share your information with our subsidiaries ,","affiliates","and companies acquired by or merged with us and our","affiliates"
"WebMD.Symptom.Checker",14349,14349,"and companies acquired by or merged with us and our","affiliates","for their use for the purposes set forth in this","affiliates"
"WebMD.Symptom.Checker",14669,14670,"the United States , we may also partner with certain","service providers","to better understand your experience on the WebMD Sites ,","service providers"
"WebMD.Symptom.Checker",14861,14862,"the United States , we may also partner with certain","service providers","to better understand your experience on the WebMD Sites ,","service providers"
"WebMD.Symptom.Checker",15001,15002,"cookie ID or IP address , with third party advertising","service providers","who may use this information , on our behalf ,","service providers"
"WebMD.Symptom.Checker",15311,15312,"back to that partner , which may include third party","service providers","whose services are embedded into and / or appear within","service providers"
"WebMD.Symptom.Checker",15356,15357,"cookie ID or IP address , with third party advertising","service providers","who may use this information , on our behalf ,","service providers"
"WebMD.Symptom.Checker",15668,15669,"back to that partner , which may include third party","service providers","whose services are embedded into and / or appear within","service providers"
"WebMD.Symptom.Checker",18093,18094,"We may transfer your information outside the United States to","service providers","with operations in other countries . By using the Services","service providers"
"WebMD.Symptom.Checker",18549,18550,"We may transfer your information outside the United States to","service providers","with operations in other countries . By using the Services","service providers"
"WebMD.Symptom.Checker",18785,18786,"( iii ) necessary for the legitimate interests of our","service providers","and partners ; ( iv ) necessary to perform our","service providers"
"WebMD.Symptom.Checker",19288,19289,"( iii ) necessary for the legitimate interests of our","service providers","and partners ; ( iv ) necessary to perform our","service providers"
"Weight.Tracker",423,424,"be able to use some portions of this Service .","Service Providers","I may employ third-party companies and individuals due to the","service providers"
"Weight.Watchers",16,16,", WW.com , LLC ( together with their subsidiaries and","affiliates",") , and Weekend Health of Texas , PA ,","affiliates"
"Weight.Watchers",1103,1104,"in accordance with this Privacy Policy . We and our","Service Providers","( defined below ) collect Personal Information in a variety","service providers"
"Weight.Watchers",1466,1466,"your mobile device . We and our marketing partners ,","affiliates",", or service providers use cookies and similar technologies to","affiliates"
"Weight.Watchers",1469,1470,". We and our marketing partners , affiliates , or","service providers","use cookies and similar technologies to analyze trends , administer","service providers"
"Weight.Watchers",2794,2794,"third parties : We may disclose Personal Information to our","Affiliates",". For purposes of this Privacy Policy , “ Affiliate","affiliates"
"Weight.Watchers",2852,2852,"Any information relating to you that we provide to our","Affiliates","will be treated by those Affiliates in accordance with the","affiliates"
"Weight.Watchers",2858,2858,"we provide to our Affiliates will be treated by those","Affiliates","in accordance with the terms of this Privacy Policy .","affiliates"
"Weight.Watchers",2889,2889,"International , Inc . We may employ independent contractors ,","vendors",", and suppliers ( collectively , “ Service Providers ”","vendors"
"Weight.Watchers",2897,2898,"contractors , vendors , and suppliers ( collectively , “","Service Providers","” ) to provide specific services and products related to","service providers"
"Weight.Watchers",3736,3736,"the linked site or service by us or by our","affiliates",". In addition , we are not responsible for the","affiliates"
"Weight.Watchers",4631,4631,"or Targeted Advertising Processing Purposes Identifiers , such as :","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",4633,4634,"Advertising Processing Purposes Identifiers , such as : Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",4721,4721,"in the California customer records law , such as :","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",4723,4724,"California customer records law , such as : Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",4813,4813,"classifications under California or federal law , such as :","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",4815,4816,"California or federal law , such as : Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
